date,close
2014-10-21,95.1522
2014-10-22,95.6351
2014-10-23,97.3437
2014-10-24,97.7058
2014-10-27,97.6037
2014-10-28,99.1173
2014-10-29,99.6744
2014-10-30,99.3401
2014-10-31,100.2873
2014-11-03,101.5873
2014-11-04,100.8444
2014-11-05,101.0859
2014-11-06,101.3737
2014-11-07,101.6628
2014-11-10,101.495
2014-11-11,102.3063
2014-11-12,103.7519
2014-11-13,105.2161
2014-11-14,106.4844
2014-11-17,106.3072
2014-11-18,107.6875
2014-11-19,106.9414
2014-11-20,108.4708
2014-11-21,108.6201
2014-11-24,110.6298
2014-11-25,109.6739
2014-11-26,110.9795
2014-11-28,110.9143
2014-12-01,107.3144
2014-12-02,106.9041
2014-12-03,108.1164
2014-12-04,107.7061
2014-12-05,107.2491
2014-12-08,104.8244
2014-12-09,106.4284
2014-12-10,104.4047
2014-12-11,104.0969
2014-12-12,102.3343
2014-12-15,100.9308
2014-12-16,99.5505
2014-12-17,102.0359
2014-12-18,105.0575
2014-12-19,104.2462
2014-12-22,105.328
2014-12-23,104.9549
2014-12-24,104.4607
2014-12-26,106.3072
2014-12-29,106.2326
2014-12-30,104.9363
2014-12-31,102.9405
2015-01-02,101.9613
2015-01-05,99.0889
2015-01-06,99.0982
2015-01-07,100.4878
2015-01-08,104.3487
2015-01-09,104.4607
2015-01-12,101.8867
2015-01-13,102.7913
2015-01-14,102.3996
2015-01-15,99.6205
2015-01-16,98.8464
2015-01-20,101.3924
2015-01-21,102.1665
2015-01-22,104.8244
2015-01-23,105.3653
2015-01-26,105.4772
2015-01-27,101.7841
2015-01-28,107.5382
2015-01-29,110.8863
2015-01-30,109.2635
2015-02-02,110.6345
2015-02-03,110.6531
2015-02-04,111.5018
2015-02-05,112.2945
2015-02-06,111.3489
2015-02-09,112.0885
2015-02-10,114.2419
2015-02-11,116.9196
2015-02-12,118.3989
2015-02-13,118.9794
2015-02-17,119.6816
2015-02-18,120.5101
2015-02-19,120.262
2015-02-20,121.2404
2015-02-23,124.522
2015-02-24,123.7449
2015-02-25,120.5804
2015-02-26,122.1018
2015-02-27,120.2714
2015-03-02,120.8612
2015-03-03,121.114
2015-03-04,120.3463
2015-03-05,118.3521
2015-03-06,118.53
2015-03-09,119.0355
2015-03-10,116.5732
2015-03-11,114.4479
2015-03-12,116.517
2015-03-13,115.7118
2015-03-16,116.9851
2015-03-17,118.9419
2015-03-18,120.2808
2015-03-19,119.3679
2015-03-20,117.8746
2015-03-23,119.1011
2015-03-24,118.6142
2015-03-25,115.5152
2015-03-26,116.3204
2015-03-27,115.3935
2015-03-30,118.3146
2015-03-31,116.4983
2015-04-01,116.3298
2015-04-02,117.3316
2015-04-06,119.2322
2015-04-07,117.9776
2015-04-08,117.5937
2015-04-09,118.4925
2015-04-10,118.9981
2015-04-13,118.764
2015-04-14,118.2491
2015-04-15,118.6985
2015-04-16,118.1274
2015-04-17,116.7979
2015-04-20,119.4662
2015-04-21,118.8202
2015-04-22,120.4212
2015-04-23,121.4043
2015-04-24,121.9754
2015-04-27,124.1943
2015-04-28,122.2375
2015-04-29,120.4399
2015-04-30,117.1724
2015-05-01,120.7302
2015-05-04,120.4961
2015-05-05,117.781
2015-05-06,117.0413
2015-05-07,117.7622
2015-05-08,119.981
2015-05-11,118.7588
2015-05-12,118.331
2015-05-13,118.4673
2015-05-14,121.2314
2015-05-15,121.0621
2015-05-18,122.3971
2015-05-19,122.2843
2015-05-20,122.2749
2015-05-21,123.5253
2015-05-22,124.6065
2015-05-26,121.8613
2015-05-27,124.1411
2015-05-28,123.892
2015-05-29,122.4817
2015-06-01,122.7215
2015-06-02,122.1809
2015-06-03,122.3313
2015-06-04,121.6168
2015-06-05,120.9493
2015-06-08,120.1502
2015-06-09,119.7929
2015-06-10,121.1655
2015-06-11,120.8929
2015-06-12,119.5579
2015-06-15,119.3229
2015-06-16,119.9622
2015-06-17,119.6801
2015-06-18,120.2254
2015-06-19,119.022
2015-06-22,119.9716
2015-06-23,119.4263
2015-06-24,120.4416
2015-06-25,119.8682
2015-06-26,119.163
2015-06-29,117.0759
2015-06-30,117.9174
2015-07-01,119.022
2015-07-02,118.8716
2015-07-06,118.4579
2015-07-07,118.1665
2015-07-08,115.2333
2015-07-09,112.8829
2015-07-10,115.9008
2015-07-13,118.1383
2015-07-14,118.0913
2015-07-15,119.2289
2015-07-16,120.8177
2015-07-17,121.8613
2015-07-20,124.1646
2015-07-21,122.9236
2015-07-22,117.7246
2015-07-23,117.6682
2015-07-24,117.0477
2015-07-27,115.4213
2015-07-28,115.9948
2015-07-29,115.6281
2015-07-30,115.0452
2015-07-31,114.0393
2015-08-03,111.3505
2015-08-04,107.7779
2015-08-05,108.4924
2015-08-06,108.7275
2015-08-07,109.0958
2015-08-10,113.0622
2015-08-11,107.1787
2015-08-12,108.8313
2015-08-13,108.7464
2015-08-14,109.5113
2015-08-17,110.6446
2015-08-18,110.0213
2015-08-19,108.6141
2015-08-20,106.3854
2015-08-21,99.8785
2015-08-24,97.3854
2015-08-25,97.9709
2015-08-26,103.59
2015-08-27,106.6404
2015-08-28,106.9898
2015-08-31,106.4893
2015-09-01,101.7295
2015-09-02,106.0926
2015-09-03,104.2322
2015-09-04,103.1933
2015-09-08,106.0643
2015-09-09,104.0244
2015-09-10,106.3098
2015-09-11,107.8586
2015-09-14,108.8975
2015-09-15,109.8135
2015-09-16,109.9363
2015-09-17,107.5848
2015-09-18,107.1409
2015-09-21,108.803
2015-09-22,107.0937
2015-09-23,107.9625
2015-09-24,108.6047
2015-09-25,108.3308
2015-09-28,106.1871
2015-09-29,102.995
2015-09-30,104.1661
2015-10-01,103.4861
2015-10-02,104.2416
2015-10-05,104.6194
2015-10-06,105.1199
2015-10-07,104.6194
2015-10-08,103.4106
2015-10-09,105.8849
2015-10-12,105.3938
2015-10-13,105.5732
2015-10-14,104.0811
2015-10-15,105.6393
2015-10-16,104.8649
2015-10-19,105.5165
2015-10-20,107.4431
2015-10-21,107.4337
2015-10-22,109.0769
2015-10-23,112.4578
2015-10-26,108.8691
2015-10-27,108.1797
2015-10-28,112.6372
2015-10-29,113.8272
2015-10-30,112.8544
2015-11-02,114.441
2015-11-03,115.7537
2015-11-04,115.2154
2015-11-05,114.6866
2015-11-06,114.8193
2015-11-09,114.3546
2015-11-10,110.7505
2015-11-11,110.1245
2015-11-12,109.7546
2015-11-13,106.5489
2015-11-16,108.2893
2015-11-17,107.8293
2015-11-18,111.2437
2015-11-19,112.6569
2015-11-20,113.1501
2015-11-23,111.68
2015-11-24,112.7517
2015-11-25,111.9455
2015-11-27,111.7369
2015-11-30,112.2016
2015-12-01,111.2911
2015-12-02,110.2858
2015-12-03,109.2614
2015-12-04,112.894
2015-12-07,112.1827
2015-12-08,112.1352
2015-12-09,109.6598
2015-12-10,110.1814
2015-12-11,107.3456
2015-12-14,106.6816
2015-12-15,104.7942
2015-12-16,105.6004
2015-12-17,103.3621
2015-12-18,100.5641
2015-12-21,101.7971
2015-12-22,101.7023
2015-12-23,103.0111
2015-12-24,102.461
2015-12-28,101.3134
2015-12-29,103.1344
2015-12-30,101.7876
2015-12-31,99.8338
2016-01-04,99.9192
2016-01-05,97.4153
2016-01-06,95.5089
2016-01-07,91.478
2016-01-08,91.9617
2016-01-11,93.4508
2016-01-12,94.807
2016-01-13,92.3695
2016-01-14,94.3897
2016-01-15,92.1229
2016-01-19,91.6772
2016-01-20,91.8005
2016-01-21,91.3357
2016-01-22,96.1918
2016-01-25,94.3139
2016-01-26,94.8355
2016-01-27,88.6042
2016-01-28,89.2396
2016-01-29,92.3221
2016-02-01,91.459
2016-02-02,89.6095
2016-02-03,91.3831
2016-02-04,92.1135
2016-02-05,89.6533
2016-02-08,90.5973
2016-02-09,90.5782
2016-02-10,89.8917
2016-02-11,89.3481
2016-02-12,89.6247
2016-02-16,92.1516
2016-02-17,93.5629
2016-02-18,91.7892
2016-02-19,91.5795
2016-02-22,92.3804
2016-02-23,90.2922
2016-02-24,91.6367
2016-02-25,92.266
2016-02-26,92.4091
2016-02-29,92.1993
2016-03-01,95.8609
2016-03-02,96.0707
2016-03-03,96.7859
2016-03-04,98.2257
2016-03-07,97.1387
2016-03-08,96.3377
2016-03-09,96.4235
2016-03-10,96.4712
2016-03-11,97.5106
2016-03-14,97.7585
2016-03-15,99.7228
2016-03-16,101.0483
2016-03-17,100.8862
2016-03-18,101.0006
2016-03-21,100.9911
2016-03-22,101.7634
2016-03-23,101.2008
2016-03-24,100.7622
2016-03-28,100.3045
2016-03-29,102.6788
2016-03-30,104.4715
2016-03-31,103.928
2016-04-01,104.8816
2016-04-04,105.9591
2016-04-05,104.7099
2016-04-06,105.8065
2016-04-07,103.4989
2016-04-08,103.6133
2016-04-11,103.9566
2016-04-12,105.3107
2016-04-13,106.8363
2016-04-14,106.8936
2016-04-15,104.7481
2016-04-18,102.4881
2016-04-19,101.9446
2016-04-20,102.1544
2016-04-21,101.0483
2016-04-22,100.7717
2016-04-25,100.1996
2016-04-26,99.5035
2016-04-27,93.2768
2016-04-28,90.4257
2016-04-29,89.3863
2016-05-02,89.2909
2016-05-03,90.7594
2016-05-04,89.8154
2016-05-05,89.453
2016-05-06,88.9542
2016-05-09,89.0213
2016-05-10,89.6257
2016-05-11,88.7527
2016-05-12,86.6708
2016-05-13,86.8435
2016-05-16,90.067
2016-05-17,89.6929
2016-05-18,90.7194
2016-05-19,90.374
2016-05-20,91.3526
2016-05-23,92.5135
2016-05-24,93.9238
2016-05-25,95.5739
2016-05-26,96.3318
2016-05-27,96.2743
2016-05-31,95.8042
2016-06-01,94.461
2016-06-02,93.7511
2016-06-03,93.943
2016-06-06,94.6241
2016-06-07,95.0079
2016-06-08,94.9215
2016-06-09,95.6027
2016-06-10,94.816
2016-06-13,93.3865
2016-06-14,93.5016
2016-06-15,93.1946
2016-06-16,93.588
2016-06-17,91.4581
2016-06-20,91.2375
2016-06-21,92.0146
2016-06-22,91.6692
2016-06-23,92.1969
2016-06-24,89.6065
2016-06-27,88.3018
2016-06-28,89.7888
2016-06-29,90.5659
2016-06-30,91.7172
2016-07-01,91.9954
2016-07-05,91.132
2016-07-06,91.65
2016-07-07,92.0434
2016-07-08,92.7533
2016-07-11,93.0411
2016-07-12,93.4633
2016-07-13,92.9356
2016-07-14,94.7776
2016-07-15,94.768
2016-07-18,95.7754
2016-07-19,95.8138
2016-07-20,95.9001
2016-07-21,95.3916
2016-07-22,94.6529
2016-07-25,93.3865
2016-07-26,92.7437
2016-07-27,98.7687
2016-07-28,100.1022
2016-07-29,99.9775
2016-08-01,101.7428
2016-08-02,100.2365
2016-08-03,101.4933
2016-08-04,102.1169
2016-08-05,103.6698
2016-08-08,104.5283
2016-08-09,104.9527
2016-08-10,104.1714
2016-08-11,104.1039
2016-08-12,104.345
2016-08-15,105.5989
2016-08-16,105.5025
2016-08-17,105.3482
2016-08-18,105.2131
2016-08-19,105.4832
2016-08-22,104.6633
2016-08-23,104.9913
2016-08-24,104.2003
2016-08-25,103.7566
2016-08-26,103.149
2016-08-29,103.0332
2016-08-30,102.2423
2016-08-31,102.3388
2016-09-01,102.9464
2016-09-02,103.911
2016-09-06,103.882
2016-09-07,104.5186
2016-09-08,101.7793
2016-09-09,99.474
2016-09-12,101.7022
2016-09-13,104.1232
2016-09-14,107.8078
2016-09-15,111.473
2016-09-16,110.8461
2016-09-19,109.5536
2016-09-20,109.5439
2016-09-21,109.5247
2016-09-22,110.5567
2016-09-23,108.7144
2016-09-26,108.8784
2016-09-27,109.081
2016-09-28,109.9105
2016-09-29,108.2032
2016-09-30,109.0424
2016-10-03,108.5312
2016-10-04,108.9942
2016-10-05,109.0424
2016-10-06,109.8526
2016-10-07,110.0166
2016-10-10,111.936
2016-10-11,112.1772
2016-10-12,113.1803
2016-10-13,112.8331
2016-10-14,113.46
2016-10-17,113.3829
2016-10-18,113.3057
2016-10-19,112.9681
2016-10-20,112.9102
2016-10-21,112.4665
2016-10-24,113.4793
2016-10-25,114.058
2016-10-26,111.4923
2016-10-27,110.4217
2016-10-28,109.6886
2016-10-31,109.515
2016-11-01,107.5377
2016-11-02,107.6341
2016-11-03,106.4863
2016-11-04,105.5265
2016-11-07,107.0487
2016-11-08,107.6789
2016-11-09,107.5044
2016-11-10,104.5084
2016-11-11,105.1289
2016-11-14,102.4918
2016-11-15,103.8491
2016-11-16,106.6415
2016-11-17,106.6027
2016-11-18,106.7093
2016-11-21,108.3285
2016-11-22,108.3963
2016-11-23,107.8437
2016-11-25,108.3867
2016-11-28,108.1733
2016-11-29,108.0667
2016-11-30,107.1553
2016-12-01,106.1567
2016-12-02,106.5542
2016-12-05,105.7882
2016-12-06,106.6027
2016-12-07,107.6498
2016-12-08,108.7066
2016-12-09,110.4809
2016-12-12,109.8507
2016-12-13,111.6831
2016-12-14,111.6831
2016-12-15,112.294
2016-12-16,112.4394
2016-12-19,113.089
2016-12-20,113.3896
2016-12-21,113.4962
2016-12-22,112.7497
2016-12-23,112.9727
2016-12-27,113.6901
2016-12-28,113.2053
2016-12-29,113.1763
2016-12-30,112.294
2017-01-03,112.6139
2017-01-04,112.4879
2017-01-05,113.0599
2017-01-06,114.3203
2017-01-09,115.3675
2017-01-10,115.4838
2017-01-11,116.1043
2017-01-12,115.6195
2017-01-13,115.4159
2017-01-17,116.3467
2017-01-18,116.337
2017-01-19,116.1334
2017-01-20,116.3467
2017-01-23,116.4243
2017-01-24,116.3176
2017-01-25,118.1695
2017-01-26,118.2276
2017-01-27,118.2373
2017-01-30,117.9271
2017-01-31,117.6556
2017-02-01,124.8303
2017-02-02,124.617
2017-02-03,125.1503
2017-02-06,126.3234
2017-02-07,127.5257
2017-02-08,128.0202
2017-02-09,128.9412
2017-02-10,128.6491
2017-02-13,129.7884
2017-02-14,131.4729
2017-02-15,131.9501
2017-02-16,131.7894
2017-02-17,132.1545
2017-02-21,133.1088
2017-02-22,133.508
2017-02-23,132.9433
2017-02-24,133.0698
2017-02-27,133.3328
2017-02-28,133.3912
2017-03-01,136.1176
2017-03-02,135.3094
2017-03-03,136.1079
2017-03-06,135.6794
2017-03-07,135.8547
2017-03-08,135.3484
2017-03-09,135.0368
2017-03-10,135.4847
2017-03-13,135.5431
2017-03-14,135.3386
2017-03-15,136.77
2017-03-16,136.994
2017-03-17,136.3124
2017-03-20,137.7437
2017-03-21,136.1663
2017-03-22,137.7048
2017-03-23,137.2179
2017-03-24,136.9453
2017-03-27,137.179
2017-03-28,140.0223
2017-03-29,140.3339
2017-03-30,140.1489
2017-03-31,139.886
2017-04-03,139.9249
2017-04-04,140.9668
2017-04-05,140.2365
2017-04-06,139.886
2017-04-07,139.5744
2017-04-10,139.4088
2017-04-11,137.9093
2017-04-12,138.0748
2017-04-13,137.3445
2017-04-17,138.104
2017-04-18,137.4906
2017-04-19,136.9842
2017-04-20,138.698
2017-04-21,138.5325
2017-04-24,139.8665
2017-04-25,140.7331
2017-04-26,139.9054
2017-04-27,140.0125
2017-04-28,139.8762
2017-05-01,142.7292
2017-05-02,143.6348
2017-05-03,143.1966
2017-05-04,142.6806
2017-05-05,145.0467
2017-05-08,148.9903
2017-05-09,149.9446
2017-05-10,149.2338
2017-05-11,150.5191
2017-05-12,152.6212
2017-05-15,152.2301
2017-05-16,152.0052
2017-05-17,146.9015
2017-05-18,149.1405
2017-05-19,149.6489
2017-05-22,150.5582
2017-05-23,150.3724
2017-05-24,149.9227
2017-05-25,150.4409
2017-05-26,150.1867
2017-05-30,150.2453
2017-05-31,149.3556
2017-06-01,149.7662
2017-06-02,151.9856
2017-06-05,150.4995
2017-06-06,151.0079
2017-06-07,151.9074
2017-06-08,151.5359
2017-06-09,145.6598
2017-06-12,142.1792
2017-06-13,143.3231
2017-06-14,141.925
2017-06-15,141.0744
2017-06-16,139.0994
2017-06-19,143.0787
2017-06-20,141.7783
2017-06-21,142.6191
2017-06-22,142.3845
2017-06-23,143.02
2017-06-26,142.5703
2017-06-27,140.5268
2017-06-28,142.58
2017-06-29,140.478
2017-06-30,140.8104
2017-07-03,140.302
2017-07-05,140.8788
2017-07-06,139.5491
2017-07-07,140.9668
2017-07-10,141.8272
2017-07-11,142.2867
2017-07-12,142.492
2017-07-13,144.4768
2017-07-14,145.7185
2017-07-17,146.2269
2017-07-18,146.7353
2017-07-19,147.6544
2017-07-20,146.9895
2017-07-21,146.9211
2017-07-24,148.7005
2017-07-25,149.336
2017-07-26,150.04
2017-07-27,147.2046
2017-07-28,146.1682
2017-07-31,145.4154
2017-08-01,146.706
2017-08-02,153.638
2017-08-03,152.103
2017-08-04,152.9047
2017-08-07,155.2708
2017-08-08,156.5125
2017-08-09,157.4706
2017-08-10,152.4745
2017-08-11,154.5949
2017-08-14,156.9215
2017-08-15,158.6395
2017-08-16,158.0014
2017-08-17,154.968
2017-08-18,154.6146
2017-08-21,154.3299
2017-08-22,156.8528
2017-08-23,157.0491
2017-08-24,156.3521
2017-08-25,156.9313
2017-08-28,158.5118
2017-08-29,159.9255
2017-08-30,160.3574
2017-08-31,160.9955
2017-09-01,161.0446
2017-09-05,159.1107
2017-09-06,158.9438
2017-09-07,158.3057
2017-09-08,155.7239
2017-09-11,158.5413
2017-09-12,157.913
2017-09-13,156.7252
2017-09-14,155.3803
2017-09-15,156.951
2017-09-18,155.7631
2017-09-19,155.822
2017-09-20,153.2108
2017-09-21,150.5799
2017-09-22,149.1073
2017-09-25,147.7919
2017-09-26,150.3344
2017-09-27,151.4045
2017-09-28,150.4719
2017-09-29,151.2965
2017-10-02,150.9922
2017-10-03,151.6499
2017-10-04,150.6682
2017-10-05,152.5432
2017-10-06,152.4549
2017-10-09,152.985
2017-10-10,153.0439
2017-10-11,153.682
2017-10-12,153.142
2017-10-13,154.1139
2017-10-16,156.951
2017-10-17,157.5302
2017-10-18,156.8332
2017-10-19,153.1224
2017-10-20,153.3875
2017-10-23,153.3089
2017-10-24,154.2219
2017-10-25,153.5445
2017-10-26,154.5262
2017-10-27,160.0629
2017-10-30,163.6657
2017-10-31,165.9432
2017-11-01,163.8325
2017-11-02,165.0302
2017-11-03,169.3398
2017-11-06,171.0577
2017-11-07,171.6074
2017-11-08,173.0112
2017-11-09,172.6578
2017-11-10,172.0885
2017-11-13,171.3988
2017-11-14,168.8077
2017-11-15,166.5811
2017-11-16,168.5712
2017-11-17,167.6353
2017-11-20,167.4678
2017-11-21,170.5811
2017-11-22,172.3742
2017-11-24,172.384
2017-11-27,171.517
2017-11-28,170.5121
2017-11-29,166.9752
2017-11-30,169.3101
2017-12-01,168.522
2017-12-04,167.2904
2017-12-05,167.1328
2017-12-06,166.5121
2017-12-07,166.8175
2017-12-08,166.8668
2017-12-11,170.118
2017-12-12,169.1624
2017-12-13,169.7239
2017-12-14,169.6747
2017-12-15,171.3988
2017-12-18,173.8126
2017-12-19,171.9604
2017-12-20,171.7732
2017-12-21,172.4234
2017-12-22,172.4234
2017-12-26,168.0491
2017-12-27,168.0786
2017-12-28,168.5515
2017-12-29,166.7289
2018-01-02,169.7141
2018-01-03,169.6845
2018-01-04,170.4727
2018-01-05,172.4136
2018-01-08,171.7732
2018-01-09,171.7535
2018-01-10,171.7141
2018-01-11,172.6895
2018-01-12,174.4727
2018-01-16,173.586
2018-01-17,176.453
2018-01-18,176.6106
2018-01-19,175.8225
2018-01-22,174.384
2018-01-23,174.4234
2018-01-24,171.6451
2018-01-25,168.5811
2018-01-26,168.9752
2018-01-29,165.4776
2018-01-30,164.5023
2018-01-31,164.9555
2018-02-01,165.3003
2018-02-02,158.1279
2018-02-05,154.1772
2018-02-06,160.6205
2018-02-07,157.1821
2018-02-08,152.857
2018-02-09,154.719
2018-02-12,160.9509
2018-02-13,162.5633
2018-02-14,165.5605
2018-02-15,171.1198
2018-02-16,170.5658
2018-02-20,169.9921
2018-02-21,169.2205
2018-02-22,170.6351
2018-02-23,173.6026
2018-02-26,177.0351
2018-02-27,176.4614
2018-02-28,176.1943
2018-03-01,173.1081
2018-03-02,174.305
2018-03-05,174.9084
2018-03-06,174.76
2018-03-07,173.1377
2018-03-08,175.0271
2018-03-09,178.0342
2018-03-12,179.7554
2018-03-13,178.0243
2018-03-14,176.5109
2018-03-15,176.7186
2018-03-16,176.0954
2018-03-19,173.4048
2018-03-20,173.3455
2018-03-21,169.4184
2018-03-22,167.0245
2018-03-23,163.1568
2018-03-26,170.9022
2018-03-27,166.5201
2018-03-28,164.6802
2018-03-29,165.9661
2018-04-02,164.878
2018-04-03,166.5695
2018-04-04,169.7547
2018-04-05,170.9318
2018-04-06,166.5596
2018-04-09,168.2116
2018-04-10,171.377
2018-04-11,170.5757
2018-04-12,172.2573
2018-04-13,172.841
2018-04-16,173.9192
2018-04-17,176.313
2018-04-18,175.9173
2018-04-19,170.9318
2018-04-20,163.9284
2018-04-23,163.4536
2018-04-24,161.1784
2018-04-25,161.8808
2018-04-26,162.4446
2018-04-27,160.5651
2018-04-30,163.4734
2018-05-01,167.2718
2018-05-02,174.6611
2018-05-03,174.9776
2018-05-04,181.8426
2018-05-07,183.1582
2018-05-08,184.0386
2018-05-09,185.3344
2018-05-10,187.9855
2018-05-11,187.2732
2018-05-14,186.8363
2018-05-15,185.1382
2018-05-16,186.8661
2018-05-17,185.6844
2018-05-18,185.0092
2018-05-21,186.3199
2018-05-22,185.8532
2018-05-23,187.0448
2018-05-24,186.8363
2018-05-25,187.2633
2018-05-29,186.5881
2018-05-30,186.1908
2018-05-31,185.5652
2018-06-01,188.9117
2018-06-04,190.4906
2018-06-05,191.9603
2018-06-06,192.6256
2018-06-07,192.1092
2018-06-08,190.3615
2018-06-11,189.8948
2018-06-12,190.9375
2018-06-13,189.3685
2018-06-14,189.4678
2018-06-15,187.5215
2018-06-18,187.4222
2018-06-19,184.3935
2018-06-20,185.1978
2018-06-21,184.1651
2018-06-22,183.6289
2018-06-25,180.8981
2018-06-26,183.1423
2018-06-27,182.8742
2018-06-28,184.2048
2018-06-29,183.8175
2018-07-02,185.8731
2018-07-03,182.6358
2018-07-05,184.1055
2018-07-06,186.6576
2018-07-09,189.2493
2018-07-10,189.0209
2018-07-11,186.5682
2018-07-12,189.6962
2018-07-13,189.9941
2018-07-16,189.577
2018-07-17,190.1133
2018-07-18,189.0706
2018-07-19,190.5403
2018-07-20,190.1033
2018-07-23,190.2721
2018-07-24,191.6524
2018-07-25,193.4597
2018-07-26,192.854
2018-07-27,189.6465
2018-07-30,188.584
2018-07-31,188.9614
2018-08-01,200.0931
2018-08-02,205.942
2018-08-03,206.5378
2018-08-06,207.6102
2018-08-07,205.6639
2018-08-08,205.8029
2018-08-09,207.4216
2018-08-10,206.8059
2018-08-13,208.1412
2018-08-14,209.0182
2018-08-15,209.5064
2018-08-16,212.5757
2018-08-17,216.8208
2018-08-20,214.7082
2018-08-21,214.2897
2018-08-22,214.2997
2018-08-23,214.7381
2018-08-24,215.4058
2018-08-27,217.1796
2018-08-28,218.9334
2018-08-29,222.202
2018-08-30,224.2448
2018-08-31,226.8358
